id_review,caption,relative_date,retrieval_date,absolute_date,rating,username,n_review_user,n_photo_user,url_user
ChZDSUhNMG9nS0VJQ0FnSURDbzdpRVlBEAE,Love the activities and the rooms,4 months ago,2021-02-23 14:26:12.908276,2020-10-23 14:26:12,5.0,XD Gamer,6,0,https://www.google.com/maps/contrib/115673318199526886002/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURDZzUySXRBRRAB,"We were so excited to spend our vacation at Deerhurst. But we were significantly let down.  Our room had cob webs in mostly all corners when we arrived which we dealt with ourselves.  You can’t get ice from the ice machine, so you are told …",4 months ago,2021-02-23 14:26:19.792153,2020-10-23 14:26:19,1.0,Kassandra Gallichan,4,0,https://www.google.com/maps/contrib/102846908746632491490/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURDZzhXdGV3EAE,,4 months ago,2021-02-23 14:26:19.796118,2020-10-23 14:26:19,5.0,Dana Bajic,2,0,https://www.google.com/maps/contrib/114477368771620216765/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURDZ19tWlV3EAE,Excellent service!,4 months ago,2021-02-23 14:26:19.800138,2020-10-23 14:26:19,5.0,Debby sum,10,0,https://www.google.com/maps/contrib/111000767296476476650/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURDM2J5X1dnEAE,I worked as a housekeeper. Great experience,4 months ago,2021-02-23 14:26:19.803119,2020-10-23 14:26:19,5.0,jaino c mAthew,0,0,https://www.google.com/maps/contrib/103327048539957945936/reviews?hl=en
Not a google review,Great property. Nice big room with a fantastic view.,4 months ago,2021-02-23 14:26:19.809101,2020-10-23 14:26:19,5.0,Expedia reviewer,0,0,https://www.expedia.com/h23864.Hotel-Information?chkin=03/07/2021&chkout=03/08/2021&MDPCID=US.META.HPA.localuniversal-REVIEWS.HOTEL.desktop&mdpdtl=GGMETA.US.23864.20210307.20210308&mctc=10#section-reviews
ChdDSUhNMG9nS0VJQ0FnSURDMWNYOTBRRRAB,,4 months ago,2021-02-23 14:26:19.811101,2020-10-23 14:26:19,1.0,Emmet Phelan,1,0,https://www.google.com/maps/contrib/110800644579993560337/reviews?hl=en
Not a google review,"The hotel is old, needs a major reno. Stayed in the Summit lodge, which is supposedly nicer than the Bayshore building and still a dump. Carpets need a major clean and in disrepair. Not a great stay for the price. More like a motel",4 months ago,2021-02-23 14:26:19.816091,2020-10-23 14:26:19,1.0,Expedia reviewer,0,0,https://www.expedia.com/h23864.Hotel-Information?chkin=03/07/2021&chkout=03/08/2021&MDPCID=US.META.HPA.localuniversal-REVIEWS.HOTEL.desktop&mdpdtl=GGMETA.US.23864.20210307.20210308&mctc=10#section-reviews
ChZDSUhNMG9nS0VJQ0FnSURDcGZldVdREAE,,4 months ago,2021-02-23 14:26:19.819041,2020-10-23 14:26:19,3.0,Vlad Vlad,2,0,https://www.google.com/maps/contrib/112766560073474086297/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURDcGNhd1RBEAE,,4 months ago,2021-02-23 14:26:19.822071,2020-10-23 14:26:19,5.0,Toni Lombardo,5,0,https://www.google.com/maps/contrib/111906235987550255984/reviews?hl=en
Not a google review,Love this place! We had fun staying at this place. Staff is friendly and helpful. Thank you,4 months ago,2021-02-23 14:26:19.826059,2020-10-23 14:26:19,5.0,Expedia reviewer,0,0,https://www.expedia.com/h23864.Hotel-Information?chkin=03/07/2021&chkout=03/08/2021&MDPCID=US.META.HPA.localuniversal-REVIEWS.HOTEL.desktop&mdpdtl=GGMETA.US.23864.20210307.20210308&mctc=10#section-reviews
